id,alert_type,severity,status,message,delivery_id,vehicle_id,region,created_at,resolved_at
ALT-KGL-000311,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001191 is delayed by 25 minutes.,DLV-KGL-001191,VHL-KGL-002,Bursa-Nilufer,2026-05-02T07:50:00Z,
ALT-KGL-000312,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001194 is delayed by 14 minutes.,DLV-KGL-001194,VHL-KGL-019,Ankara-Cankaya,2026-05-02T07:53:00Z,
ALT-KGL-000313,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001195 is delayed by 15 minutes.,DLV-KGL-001195,VHL-KGL-013,Izmir-Konak,2026-05-02T07:54:00Z,
ALT-KGL-000314,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001200 is delayed by 15 minutes.,DLV-KGL-001200,VHL-KGL-012,Bursa-Nilufer,2026-05-02T07:59:00Z,
ALT-KGL-000315,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001202 is delayed by 27 minutes.,DLV-KGL-001202,VHL-KGL-001,Ankara-Cankaya,2026-05-02T08:01:00Z,
ALT-KGL-000316,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001204 is delayed by 17 minutes.,DLV-KGL-001204,VHL-KGL-013,Istanbul-Kadikoy,2026-05-02T08:03:00Z,
ALT-KGL-000317,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001205 is delayed by 18 minutes.,DLV-KGL-001205,VHL-KGL-007,Istanbul-Kadikoy,2026-05-02T08:04:00Z,
ALT-KGL-000318,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-001206 is delayed by 6 minutes.,DLV-KGL-001206,VHL-KGL-003,Istanbul-Kadikoy,2026-05-02T08:05:00Z,
ALT-KGL-000319,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-001209 is delayed by 9 minutes.,DLV-KGL-001209,VHL-KGL-012,Istanbul-Kadikoy,2026-05-02T08:08:00Z,
ALT-KGL-000320,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001215 is delayed by 26 minutes.,DLV-KGL-001215,VHL-KGL-013,Bursa-Nilufer,2026-05-02T08:14:00Z,
ALT-KGL-000321,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001220 is delayed by 23 minutes.,DLV-KGL-001220,VHL-KGL-003,Izmir-Konak,2026-05-02T08:19:00Z,
ALT-KGL-000322,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001221 is delayed by 13 minutes.,DLV-KGL-001221,VHL-KGL-010,Bursa-Nilufer,2026-05-02T08:20:00Z,
ALT-KGL-000323,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001222 is delayed by 12 minutes.,DLV-KGL-001222,VHL-KGL-019,Istanbul-Kadikoy,2026-05-02T08:21:00Z,
ALT-KGL-000324,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-001223 is delayed by 5 minutes.,DLV-KGL-001223,VHL-KGL-009,Ankara-Cankaya,2026-05-02T08:22:00Z,
ALT-KGL-000325,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-001227 is delayed by 6 minutes.,DLV-KGL-001227,VHL-KGL-017,Istanbul-Sisli,2026-05-02T08:26:00Z,
ALT-KGL-000326,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001231 is delayed by 16 minutes.,DLV-KGL-001231,VHL-KGL-008,Istanbul-Sisli,2026-05-02T08:30:00Z,
ALT-KGL-000327,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001233 is delayed by 28 minutes.,DLV-KGL-001233,VHL-KGL-015,Istanbul-Kadikoy,2026-05-02T08:32:00Z,
ALT-KGL-000328,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-001237 is delayed by 7 minutes.,DLV-KGL-001237,VHL-KGL-015,Bursa-Nilufer,2026-05-02T08:36:00Z,
ALT-KGL-000329,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001244 is delayed by 19 minutes.,DLV-KGL-001244,VHL-KGL-019,Istanbul-Sisli,2026-05-02T08:43:00Z,
ALT-KGL-000330,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001249 is delayed by 15 minutes.,DLV-KGL-001249,VHL-KGL-018,Ankara-Cankaya,2026-05-02T08:48:00Z,
ALT-KGL-000331,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001250 is delayed by 18 minutes.,DLV-KGL-001250,VHL-KGL-004,Ankara-Cankaya,2026-05-02T08:49:00Z,
ALT-KGL-000332,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001256 is delayed by 13 minutes.,DLV-KGL-001256,VHL-KGL-014,Izmir-Konak,2026-05-02T08:55:00Z,
ALT-KGL-000333,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001263 is delayed by 10 minutes.,DLV-KGL-001263,VHL-KGL-004,Istanbul-Sisli,2026-05-02T09:02:00Z,
ALT-KGL-000334,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001269 is delayed by 16 minutes.,DLV-KGL-001269,VHL-KGL-013,Ankara-Cankaya,2026-05-02T09:08:00Z,
ALT-KGL-000335,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001272 is delayed by 22 minutes.,DLV-KGL-001272,VHL-KGL-017,Istanbul-Kadikoy,2026-05-02T09:11:00Z,
ALT-KGL-000336,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001273 is delayed by 27 minutes.,DLV-KGL-001273,VHL-KGL-009,Istanbul-Sisli,2026-05-02T09:12:00Z,
ALT-KGL-000337,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-001275 is delayed by 7 minutes.,DLV-KGL-001275,VHL-KGL-012,Istanbul-Sisli,2026-05-02T09:14:00Z,
ALT-KGL-000338,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001277 is delayed by 25 minutes.,DLV-KGL-001277,VHL-KGL-019,Izmir-Konak,2026-05-02T09:16:00Z,
ALT-KGL-000339,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001278 is delayed by 27 minutes.,DLV-KGL-001278,VHL-KGL-018,Istanbul-Kadikoy,2026-05-02T09:17:00Z,
ALT-KGL-000340,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001282 is delayed by 23 minutes.,DLV-KGL-001282,VHL-KGL-015,Izmir-Konak,2026-05-02T09:21:00Z,
ALT-KGL-000341,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-001283 is delayed by 9 minutes.,DLV-KGL-001283,VHL-KGL-005,Ankara-Cankaya,2026-05-02T09:22:00Z,
ALT-KGL-000342,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001295 is delayed by 29 minutes.,DLV-KGL-001295,VHL-KGL-009,Ankara-Cankaya,2026-05-02T09:34:00Z,
ALT-KGL-000343,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001297 is delayed by 19 minutes.,DLV-KGL-001297,VHL-KGL-008,Bursa-Nilufer,2026-05-02T09:36:00Z,
ALT-KGL-000344,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001298 is delayed by 24 minutes.,DLV-KGL-001298,VHL-KGL-003,Istanbul-Sisli,2026-05-02T09:37:00Z,
ALT-KGL-000345,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001301 is delayed by 20 minutes.,DLV-KGL-001301,VHL-KGL-008,Istanbul-Kadikoy,2026-05-02T09:40:00Z,
ALT-KGL-000346,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-001302 is delayed by 5 minutes.,DLV-KGL-001302,VHL-KGL-011,Istanbul-Kadikoy,2026-05-02T09:41:00Z,
ALT-KGL-000347,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001304 is delayed by 13 minutes.,DLV-KGL-001304,VHL-KGL-004,Ankara-Cankaya,2026-05-02T09:43:00Z,
ALT-KGL-000348,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001307 is delayed by 13 minutes.,DLV-KGL-001307,VHL-KGL-009,Bursa-Nilufer,2026-05-02T09:46:00Z,
ALT-KGL-000349,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001311 is delayed by 16 minutes.,DLV-KGL-001311,VHL-KGL-015,Ankara-Cankaya,2026-05-02T09:50:00Z,
ALT-KGL-000350,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001316 is delayed by 24 minutes.,DLV-KGL-001316,VHL-KGL-020,Ankara-Cankaya,2026-05-02T09:55:00Z,
ALT-KGL-000351,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001326 is delayed by 11 minutes.,DLV-KGL-001326,VHL-KGL-010,Istanbul-Kadikoy,2026-05-02T10:05:00Z,
ALT-KGL-000352,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001332 is delayed by 29 minutes.,DLV-KGL-001332,VHL-KGL-012,Ankara-Cankaya,2026-05-02T10:11:00Z,
ALT-KGL-000353,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001333 is delayed by 12 minutes.,DLV-KGL-001333,VHL-KGL-002,Izmir-Konak,2026-05-02T10:12:00Z,
ALT-KGL-000354,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001336 is delayed by 27 minutes.,DLV-KGL-001336,VHL-KGL-015,Izmir-Konak,2026-05-02T10:15:00Z,
ALT-KGL-000355,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001345 is delayed by 26 minutes.,DLV-KGL-001345,VHL-KGL-018,Izmir-Konak,2026-05-02T10:24:00Z,
ALT-KGL-000356,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001346 is delayed by 18 minutes.,DLV-KGL-001346,VHL-KGL-013,Istanbul-Kadikoy,2026-05-02T10:25:00Z,
ALT-KGL-000357,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-001350 is delayed by 6 minutes.,DLV-KGL-001350,VHL-KGL-018,Ankara-Cankaya,2026-05-02T10:29:00Z,
ALT-KGL-000358,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001355 is delayed by 27 minutes.,DLV-KGL-001355,VHL-KGL-016,Istanbul-Kadikoy,2026-05-02T10:34:00Z,
ALT-KGL-000359,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001357 is delayed by 24 minutes.,DLV-KGL-001357,VHL-KGL-010,Ankara-Cankaya,2026-05-02T10:36:00Z,
ALT-KGL-000360,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001359 is delayed by 12 minutes.,DLV-KGL-001359,VHL-KGL-015,Istanbul-Kadikoy,2026-05-02T10:38:00Z,
ALT-KGL-000361,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001361 is delayed by 24 minutes.,DLV-KGL-001361,VHL-KGL-013,Istanbul-Kadikoy,2026-05-02T10:40:00Z,
ALT-KGL-000362,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001363 is delayed by 26 minutes.,DLV-KGL-001363,VHL-KGL-012,Istanbul-Kadikoy,2026-05-02T10:42:00Z,
ALT-KGL-000363,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001366 is delayed by 14 minutes.,DLV-KGL-001366,VHL-KGL-004,Izmir-Konak,2026-05-02T10:45:00Z,
ALT-KGL-000364,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001367 is delayed by 13 minutes.,DLV-KGL-001367,VHL-KGL-011,Ankara-Cankaya,2026-05-02T10:46:00Z,
ALT-KGL-000365,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001385 is delayed by 15 minutes.,DLV-KGL-001385,VHL-KGL-020,Istanbul-Kadikoy,2026-05-02T11:04:00Z,
ALT-KGL-000366,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001389 is delayed by 12 minutes.,DLV-KGL-001389,VHL-KGL-002,Istanbul-Kadikoy,2026-05-02T11:08:00Z,
ALT-KGL-000367,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001397 is delayed by 28 minutes.,DLV-KGL-001397,VHL-KGL-002,Ankara-Cankaya,2026-05-02T11:16:00Z,
ALT-KGL-000368,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001401 is delayed by 19 minutes.,DLV-KGL-001401,VHL-KGL-003,Izmir-Konak,2026-05-02T11:20:00Z,
ALT-KGL-000369,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001402 is delayed by 20 minutes.,DLV-KGL-001402,VHL-KGL-004,Istanbul-Sisli,2026-05-02T11:21:00Z,
ALT-KGL-000370,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001417 is delayed by 20 minutes.,DLV-KGL-001417,VHL-KGL-005,Izmir-Konak,2026-05-02T11:36:00Z,
ALT-KGL-000371,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001418 is delayed by 12 minutes.,DLV-KGL-001418,VHL-KGL-013,Istanbul-Sisli,2026-05-02T11:37:00Z,
ALT-KGL-000372,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001424 is delayed by 13 minutes.,DLV-KGL-001424,VHL-KGL-016,Istanbul-Kadikoy,2026-05-02T11:43:00Z,
ALT-KGL-000373,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001429 is delayed by 13 minutes.,DLV-KGL-001429,VHL-KGL-005,Bursa-Nilufer,2026-05-02T11:48:00Z,
ALT-KGL-000374,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-001430 is delayed by 6 minutes.,DLV-KGL-001430,VHL-KGL-010,Istanbul-Sisli,2026-05-02T11:49:00Z,
ALT-KGL-000375,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001433 is delayed by 21 minutes.,DLV-KGL-001433,VHL-KGL-005,Istanbul-Sisli,2026-05-02T11:52:00Z,
ALT-KGL-000376,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001438 is delayed by 24 minutes.,DLV-KGL-001438,VHL-KGL-008,Istanbul-Sisli,2026-05-02T11:57:00Z,
ALT-KGL-000377,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-001439 is delayed by 6 minutes.,DLV-KGL-001439,VHL-KGL-012,Istanbul-Kadikoy,2026-05-02T11:58:00Z,
ALT-KGL-000378,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-001443 is delayed by 5 minutes.,DLV-KGL-001443,VHL-KGL-019,Ankara-Cankaya,2026-05-02T12:02:00Z,
ALT-KGL-000379,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001450 is delayed by 26 minutes.,DLV-KGL-001450,VHL-KGL-016,Izmir-Konak,2026-05-02T12:09:00Z,
ALT-KGL-000380,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001452 is delayed by 12 minutes.,DLV-KGL-001452,VHL-KGL-013,Istanbul-Sisli,2026-05-02T12:11:00Z,
ALT-KGL-000381,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001454 is delayed by 29 minutes.,DLV-KGL-001454,VHL-KGL-013,Bursa-Nilufer,2026-05-02T12:13:00Z,
ALT-KGL-000382,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001455 is delayed by 16 minutes.,DLV-KGL-001455,VHL-KGL-019,Bursa-Nilufer,2026-05-02T12:14:00Z,
ALT-KGL-000383,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001457 is delayed by 24 minutes.,DLV-KGL-001457,VHL-KGL-014,Bursa-Nilufer,2026-05-02T12:16:00Z,
ALT-KGL-000384,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001465 is delayed by 26 minutes.,DLV-KGL-001465,VHL-KGL-001,Izmir-Konak,2026-05-02T12:24:00Z,
ALT-KGL-000385,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001467 is delayed by 15 minutes.,DLV-KGL-001467,VHL-KGL-007,Ankara-Cankaya,2026-05-02T12:26:00Z,
ALT-KGL-000386,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001469 is delayed by 21 minutes.,DLV-KGL-001469,VHL-KGL-002,Ankara-Cankaya,2026-05-02T12:28:00Z,
ALT-KGL-000387,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001470 is delayed by 21 minutes.,DLV-KGL-001470,VHL-KGL-004,Izmir-Konak,2026-05-02T12:29:00Z,
ALT-KGL-000388,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001471 is delayed by 29 minutes.,DLV-KGL-001471,VHL-KGL-005,Istanbul-Sisli,2026-05-02T12:30:00Z,
ALT-KGL-000389,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001473 is delayed by 14 minutes.,DLV-KGL-001473,VHL-KGL-016,Bursa-Nilufer,2026-05-02T12:32:00Z,
ALT-KGL-000390,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001480 is delayed by 14 minutes.,DLV-KGL-001480,VHL-KGL-005,Ankara-Cankaya,2026-05-02T12:39:00Z,
ALT-KGL-000391,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001484 is delayed by 17 minutes.,DLV-KGL-001484,VHL-KGL-009,Istanbul-Kadikoy,2026-05-02T12:43:00Z,
ALT-KGL-000392,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-001491 is delayed by 8 minutes.,DLV-KGL-001491,VHL-KGL-001,Istanbul-Kadikoy,2026-05-02T12:50:00Z,
ALT-KGL-000393,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001493 is delayed by 23 minutes.,DLV-KGL-001493,VHL-KGL-014,Izmir-Konak,2026-05-02T12:52:00Z,
ALT-KGL-000394,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001494 is delayed by 29 minutes.,DLV-KGL-001494,VHL-KGL-011,Istanbul-Kadikoy,2026-05-02T12:53:00Z,
ALT-KGL-000395,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001497 is delayed by 16 minutes.,DLV-KGL-001497,VHL-KGL-014,Istanbul-Sisli,2026-05-02T12:56:00Z,
ALT-KGL-000396,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-001504 is delayed by 7 minutes.,DLV-KGL-001504,VHL-KGL-009,Bursa-Nilufer,2026-05-02T13:03:00Z,
ALT-KGL-000397,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001512 is delayed by 22 minutes.,DLV-KGL-001512,VHL-KGL-003,Bursa-Nilufer,2026-05-02T13:11:00Z,
ALT-KGL-000398,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001513 is delayed by 22 minutes.,DLV-KGL-001513,VHL-KGL-001,Ankara-Cankaya,2026-05-02T13:12:00Z,
ALT-KGL-000399,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001518 is delayed by 10 minutes.,DLV-KGL-001518,VHL-KGL-004,Izmir-Konak,2026-05-02T13:17:00Z,
ALT-KGL-000400,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001519 is delayed by 22 minutes.,DLV-KGL-001519,VHL-KGL-017,Istanbul-Sisli,2026-05-02T13:18:00Z,
ALT-KGL-000401,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001520 is delayed by 22 minutes.,DLV-KGL-001520,VHL-KGL-008,Bursa-Nilufer,2026-05-02T13:19:00Z,
ALT-KGL-000402,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001521 is delayed by 24 minutes.,DLV-KGL-001521,VHL-KGL-015,Istanbul-Sisli,2026-05-02T13:20:00Z,
ALT-KGL-000403,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001522 is delayed by 12 minutes.,DLV-KGL-001522,VHL-KGL-013,Istanbul-Kadikoy,2026-05-02T13:21:00Z,
ALT-KGL-000404,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001524 is delayed by 14 minutes.,DLV-KGL-001524,VHL-KGL-013,Istanbul-Sisli,2026-05-02T13:23:00Z,
ALT-KGL-000405,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001526 is delayed by 28 minutes.,DLV-KGL-001526,VHL-KGL-005,Istanbul-Kadikoy,2026-05-02T13:25:00Z,
ALT-KGL-000406,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001535 is delayed by 12 minutes.,DLV-KGL-001535,VHL-KGL-018,Ankara-Cankaya,2026-05-02T13:34:00Z,
ALT-KGL-000407,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001537 is delayed by 18 minutes.,DLV-KGL-001537,VHL-KGL-006,Izmir-Konak,2026-05-02T13:36:00Z,
ALT-KGL-000408,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001545 is delayed by 19 minutes.,DLV-KGL-001545,VHL-KGL-012,Ankara-Cankaya,2026-05-02T13:44:00Z,
ALT-KGL-000409,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001547 is delayed by 18 minutes.,DLV-KGL-001547,VHL-KGL-005,Bursa-Nilufer,2026-05-02T13:46:00Z,
ALT-KGL-000410,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001558 is delayed by 11 minutes.,DLV-KGL-001558,VHL-KGL-003,Ankara-Cankaya,2026-05-02T13:57:00Z,
ALT-KGL-000411,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001559 is delayed by 22 minutes.,DLV-KGL-001559,VHL-KGL-009,Izmir-Konak,2026-05-02T13:58:00Z,
ALT-KGL-000412,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001560 is delayed by 24 minutes.,DLV-KGL-001560,VHL-KGL-016,Istanbul-Kadikoy,2026-05-02T13:59:00Z,
ALT-KGL-000413,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001561 is delayed by 12 minutes.,DLV-KGL-001561,VHL-KGL-008,Istanbul-Sisli,2026-05-02T14:00:00Z,
ALT-KGL-000414,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001569 is delayed by 26 minutes.,DLV-KGL-001569,VHL-KGL-001,Istanbul-Sisli,2026-05-02T14:08:00Z,
ALT-KGL-000415,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001572 is delayed by 22 minutes.,DLV-KGL-001572,VHL-KGL-010,Istanbul-Kadikoy,2026-05-02T14:11:00Z,
ALT-KGL-000416,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-001575 is delayed by 8 minutes.,DLV-KGL-001575,VHL-KGL-008,Izmir-Konak,2026-05-02T14:14:00Z,
ALT-KGL-000417,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001576 is delayed by 18 minutes.,DLV-KGL-001576,VHL-KGL-010,Istanbul-Kadikoy,2026-05-02T14:15:00Z,
ALT-KGL-000418,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001577 is delayed by 17 minutes.,DLV-KGL-001577,VHL-KGL-009,Istanbul-Sisli,2026-05-02T14:16:00Z,
ALT-KGL-000419,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-001578 is delayed by 8 minutes.,DLV-KGL-001578,VHL-KGL-005,Istanbul-Sisli,2026-05-02T14:17:00Z,
ALT-KGL-000420,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001581 is delayed by 21 minutes.,DLV-KGL-001581,VHL-KGL-001,Bursa-Nilufer,2026-05-02T14:20:00Z,
ALT-KGL-000421,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001583 is delayed by 25 minutes.,DLV-KGL-001583,VHL-KGL-010,Istanbul-Kadikoy,2026-05-02T14:22:00Z,
ALT-KGL-000422,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001584 is delayed by 28 minutes.,DLV-KGL-001584,VHL-KGL-002,Bursa-Nilufer,2026-05-02T14:23:00Z,
ALT-KGL-000423,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001586 is delayed by 16 minutes.,DLV-KGL-001586,VHL-KGL-001,Bursa-Nilufer,2026-05-02T14:25:00Z,
ALT-KGL-000424,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-001595 is delayed by 7 minutes.,DLV-KGL-001595,VHL-KGL-015,Izmir-Konak,2026-05-02T14:34:00Z,
ALT-KGL-000425,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001601 is delayed by 15 minutes.,DLV-KGL-001601,VHL-KGL-001,Bursa-Nilufer,2026-05-02T14:40:00Z,
ALT-KGL-000426,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001602 is delayed by 27 minutes.,DLV-KGL-001602,VHL-KGL-018,Izmir-Konak,2026-05-02T14:41:00Z,
ALT-KGL-000427,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001604 is delayed by 23 minutes.,DLV-KGL-001604,VHL-KGL-007,Izmir-Konak,2026-05-02T14:43:00Z,
ALT-KGL-000428,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-001611 is delayed by 5 minutes.,DLV-KGL-001611,VHL-KGL-009,Ankara-Cankaya,2026-05-02T14:50:00Z,
ALT-KGL-000429,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001613 is delayed by 11 minutes.,DLV-KGL-001613,VHL-KGL-014,Istanbul-Kadikoy,2026-05-02T14:52:00Z,
ALT-KGL-000430,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001614 is delayed by 18 minutes.,DLV-KGL-001614,VHL-KGL-005,Istanbul-Kadikoy,2026-05-02T14:53:00Z,
ALT-KGL-000431,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-001616 is delayed by 11 minutes.,DLV-KGL-001616,VHL-KGL-003,Izmir-Konak,2026-05-02T14:55:00Z,
