id,tracking_number,vehicle_id,driver_id,warehouse_id,region,status,priority,estimated_delivery_time,actual_delivery_time,delay_minutes,last_updated_at
DLV-KGL-000836,KGL-000836,VHL-KGL-013,DRV-003,WH-IST-001,Istanbul-Sisli,DELIVERED,HIGH,2026-05-02T01:55:00Z,2026-05-02T01:55:00Z,0,2026-05-02T01:55:00Z
DLV-KGL-000837,KGL-000837,VHL-KGL-006,DRV-001,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-02T01:56:00Z,2026-05-02T01:56:00Z,0,2026-05-02T01:56:00Z
DLV-KGL-000838,KGL-000838,VHL-KGL-019,DRV-004,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-02T01:57:00Z,2026-05-02T01:57:00Z,0,2026-05-02T01:57:00Z
DLV-KGL-000839,KGL-000839,VHL-KGL-013,DRV-003,WH-BRS-001,Bursa-Nilufer,DELAYED,HIGH,2026-05-02T01:58:00Z,2026-05-02T01:58:00Z,5,2026-05-02T01:58:00Z
DLV-KGL-000840,KGL-000840,VHL-KGL-010,DRV-005,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-02T01:59:00Z,2026-05-02T01:59:00Z,0,2026-05-02T01:59:00Z
DLV-KGL-000841,KGL-000841,VHL-KGL-013,DRV-003,WH-BRS-001,Bursa-Nilufer,DELIVERED,NORMAL,2026-05-02T02:00:00Z,2026-05-02T02:00:00Z,0,2026-05-02T02:00:00Z
DLV-KGL-000842,KGL-000842,VHL-KGL-007,DRV-002,WH-IST-001,Istanbul-Kadikoy,DELAYED,HIGH,2026-05-02T02:01:00Z,2026-05-02T02:01:00Z,10,2026-05-02T02:01:00Z
DLV-KGL-000843,KGL-000843,VHL-KGL-004,DRV-004,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-02T02:02:00Z,2026-05-02T02:02:00Z,0,2026-05-02T02:02:00Z
DLV-KGL-000844,KGL-000844,VHL-KGL-018,DRV-003,WH-BRS-001,Bursa-Nilufer,DELIVERED,NORMAL,2026-05-02T02:03:00Z,2026-05-02T02:03:00Z,0,2026-05-02T02:03:00Z
DLV-KGL-000845,KGL-000845,VHL-KGL-016,DRV-001,WH-BRS-001,Bursa-Nilufer,DELIVERED,NORMAL,2026-05-02T02:04:00Z,2026-05-02T02:04:00Z,0,2026-05-02T02:04:00Z
DLV-KGL-000846,KGL-000846,VHL-KGL-016,DRV-001,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-02T02:05:00Z,2026-05-02T02:05:00Z,0,2026-05-02T02:05:00Z
DLV-KGL-000847,KGL-000847,VHL-KGL-007,DRV-002,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-02T02:06:00Z,2026-05-02T02:06:00Z,0,2026-05-02T02:06:00Z
DLV-KGL-000848,KGL-000848,VHL-KGL-018,DRV-003,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-02T02:07:00Z,2026-05-02T02:07:00Z,0,2026-05-02T02:07:00Z
DLV-KGL-000849,KGL-000849,VHL-KGL-013,DRV-003,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-02T02:08:00Z,2026-05-02T02:08:00Z,0,2026-05-02T02:08:00Z
DLV-KGL-000850,KGL-000850,VHL-KGL-001,DRV-001,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-02T02:09:00Z,2026-05-02T02:09:00Z,0,2026-05-02T02:09:00Z
DLV-KGL-000851,KGL-000851,VHL-KGL-016,DRV-001,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-02T02:10:00Z,2026-05-02T02:10:00Z,0,2026-05-02T02:10:00Z
DLV-KGL-000852,KGL-000852,VHL-KGL-006,DRV-001,WH-ANK-001,Ankara-Cankaya,DELIVERED,HIGH,2026-05-02T02:11:00Z,2026-05-02T02:11:00Z,0,2026-05-02T02:11:00Z
DLV-KGL-000853,KGL-000853,VHL-KGL-007,DRV-002,WH-ANK-001,Ankara-Cankaya,DELIVERED,HIGH,2026-05-02T02:12:00Z,2026-05-02T02:12:00Z,0,2026-05-02T02:12:00Z
DLV-KGL-000854,KGL-000854,VHL-KGL-007,DRV-002,WH-ANK-001,Ankara-Cankaya,DELAYED,HIGH,2026-05-02T02:13:00Z,2026-05-02T02:13:00Z,8,2026-05-02T02:13:00Z
DLV-KGL-000855,KGL-000855,VHL-KGL-019,DRV-004,WH-BRS-001,Bursa-Nilufer,DELIVERED,NORMAL,2026-05-02T02:14:00Z,2026-05-02T02:14:00Z,0,2026-05-02T02:14:00Z
DLV-KGL-000856,KGL-000856,VHL-KGL-019,DRV-004,WH-ANK-001,Ankara-Cankaya,DELAYED,HIGH,2026-05-02T02:15:00Z,2026-05-02T02:15:00Z,6,2026-05-02T02:15:00Z
DLV-KGL-000857,KGL-000857,VHL-KGL-012,DRV-002,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-02T02:16:00Z,2026-05-02T02:16:00Z,0,2026-05-02T02:16:00Z
DLV-KGL-000858,KGL-000858,VHL-KGL-006,DRV-001,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-02T02:17:00Z,2026-05-02T02:17:00Z,0,2026-05-02T02:17:00Z
DLV-KGL-000859,KGL-000859,VHL-KGL-005,DRV-005,WH-IZM-001,Izmir-Konak,DELAYED,HIGH,2026-05-02T02:18:00Z,2026-05-02T02:18:00Z,12,2026-05-02T02:18:00Z
DLV-KGL-000860,KGL-000860,VHL-KGL-009,DRV-004,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-02T02:19:00Z,2026-05-02T02:19:00Z,0,2026-05-02T02:19:00Z
DLV-KGL-000861,KGL-000861,VHL-KGL-008,DRV-003,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-02T02:20:00Z,2026-05-02T02:20:00Z,0,2026-05-02T02:20:00Z
DLV-KGL-000862,KGL-000862,VHL-KGL-011,DRV-001,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-02T02:21:00Z,2026-05-02T02:21:00Z,0,2026-05-02T02:21:00Z
DLV-KGL-000863,KGL-000863,VHL-KGL-020,DRV-005,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-02T02:22:00Z,2026-05-02T02:22:00Z,0,2026-05-02T02:22:00Z
DLV-KGL-000864,KGL-000864,VHL-KGL-015,DRV-005,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-02T02:23:00Z,2026-05-02T02:23:00Z,0,2026-05-02T02:23:00Z
DLV-KGL-000865,KGL-000865,VHL-KGL-001,DRV-001,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-02T02:24:00Z,2026-05-02T02:24:00Z,0,2026-05-02T02:24:00Z
DLV-KGL-000866,KGL-000866,VHL-KGL-015,DRV-005,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-02T02:25:00Z,2026-05-02T02:25:00Z,0,2026-05-02T02:25:00Z
DLV-KGL-000867,KGL-000867,VHL-KGL-006,DRV-001,WH-IZM-001,Izmir-Konak,DELIVERED,HIGH,2026-05-02T02:26:00Z,2026-05-02T02:26:00Z,0,2026-05-02T02:26:00Z
DLV-KGL-000868,KGL-000868,VHL-KGL-020,DRV-005,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-02T02:27:00Z,2026-05-02T02:27:00Z,0,2026-05-02T02:27:00Z
DLV-KGL-000869,KGL-000869,VHL-KGL-016,DRV-001,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-02T02:28:00Z,2026-05-02T02:28:00Z,0,2026-05-02T02:28:00Z
DLV-KGL-000870,KGL-000870,VHL-KGL-016,DRV-001,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-02T02:29:00Z,2026-05-02T02:29:00Z,0,2026-05-02T02:29:00Z
DLV-KGL-000871,KGL-000871,VHL-KGL-011,DRV-001,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-02T02:30:00Z,2026-05-02T02:30:00Z,0,2026-05-02T02:30:00Z
DLV-KGL-000872,KGL-000872,VHL-KGL-010,DRV-005,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-02T02:31:00Z,2026-05-02T02:31:00Z,0,2026-05-02T02:31:00Z
DLV-KGL-000873,KGL-000873,VHL-KGL-010,DRV-005,WH-IST-001,Istanbul-Kadikoy,DELAYED,HIGH,2026-05-02T02:32:00Z,2026-05-02T02:32:00Z,10,2026-05-02T02:32:00Z
DLV-KGL-000874,KGL-000874,VHL-KGL-016,DRV-001,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-02T02:33:00Z,2026-05-02T02:33:00Z,0,2026-05-02T02:33:00Z
DLV-KGL-000875,KGL-000875,VHL-KGL-008,DRV-003,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-02T02:34:00Z,2026-05-02T02:34:00Z,0,2026-05-02T02:34:00Z
DLV-KGL-000876,KGL-000876,VHL-KGL-002,DRV-002,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-02T02:35:00Z,2026-05-02T02:35:00Z,0,2026-05-02T02:35:00Z
DLV-KGL-000877,KGL-000877,VHL-KGL-014,DRV-004,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-02T02:36:00Z,2026-05-02T02:36:00Z,0,2026-05-02T02:36:00Z
DLV-KGL-000878,KGL-000878,VHL-KGL-003,DRV-003,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-02T02:37:00Z,2026-05-02T02:37:00Z,0,2026-05-02T02:37:00Z
DLV-KGL-000879,KGL-000879,VHL-KGL-007,DRV-002,WH-IST-001,Istanbul-Sisli,DELIVERED,HIGH,2026-05-02T02:38:00Z,2026-05-02T02:38:00Z,0,2026-05-02T02:38:00Z
DLV-KGL-000880,KGL-000880,VHL-KGL-009,DRV-004,WH-BRS-001,Bursa-Nilufer,DELAYED,HIGH,2026-05-02T02:39:00Z,2026-05-02T02:39:00Z,27,2026-05-02T02:39:00Z
DLV-KGL-000881,KGL-000881,VHL-KGL-020,DRV-005,WH-IZM-001,Izmir-Konak,DELAYED,HIGH,2026-05-02T02:40:00Z,2026-05-02T02:40:00Z,9,2026-05-02T02:40:00Z
DLV-KGL-000882,KGL-000882,VHL-KGL-016,DRV-001,WH-IST-001,Istanbul-Sisli,DELAYED,HIGH,2026-05-02T02:41:00Z,2026-05-02T02:41:00Z,28,2026-05-02T02:41:00Z
DLV-KGL-000883,KGL-000883,VHL-KGL-002,DRV-002,WH-IST-001,Istanbul-Sisli,DELIVERED,LOW,2026-05-02T02:42:00Z,2026-05-02T02:42:00Z,0,2026-05-02T02:42:00Z
DLV-KGL-000884,KGL-000884,VHL-KGL-009,DRV-004,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-02T02:43:00Z,2026-05-02T02:43:00Z,0,2026-05-02T02:43:00Z
DLV-KGL-000885,KGL-000885,VHL-KGL-019,DRV-004,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-02T02:44:00Z,2026-05-02T02:44:00Z,0,2026-05-02T02:44:00Z
DLV-KGL-000886,KGL-000886,VHL-KGL-019,DRV-004,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-02T02:45:00Z,2026-05-02T02:45:00Z,0,2026-05-02T02:45:00Z
DLV-KGL-000887,KGL-000887,VHL-KGL-007,DRV-002,WH-IZM-001,Izmir-Konak,DELAYED,HIGH,2026-05-02T02:46:00Z,2026-05-02T02:46:00Z,13,2026-05-02T02:46:00Z
DLV-KGL-000888,KGL-000888,VHL-KGL-006,DRV-001,WH-ANK-001,Ankara-Cankaya,DELIVERED,HIGH,2026-05-02T02:47:00Z,2026-05-02T02:47:00Z,0,2026-05-02T02:47:00Z
DLV-KGL-000889,KGL-000889,VHL-KGL-014,DRV-004,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-02T02:48:00Z,2026-05-02T02:48:00Z,0,2026-05-02T02:48:00Z
DLV-KGL-000890,KGL-000890,VHL-KGL-013,DRV-003,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-02T02:49:00Z,2026-05-02T02:49:00Z,0,2026-05-02T02:49:00Z
DLV-KGL-000891,KGL-000891,VHL-KGL-002,DRV-002,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-02T02:50:00Z,2026-05-02T02:50:00Z,0,2026-05-02T02:50:00Z
DLV-KGL-000892,KGL-000892,VHL-KGL-003,DRV-003,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-02T02:51:00Z,2026-05-02T02:51:00Z,0,2026-05-02T02:51:00Z
DLV-KGL-000893,KGL-000893,VHL-KGL-002,DRV-002,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-02T02:52:00Z,2026-05-02T02:52:00Z,0,2026-05-02T02:52:00Z
DLV-KGL-000894,KGL-000894,VHL-KGL-012,DRV-002,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-02T02:53:00Z,2026-05-02T02:53:00Z,0,2026-05-02T02:53:00Z
DLV-KGL-000895,KGL-000895,VHL-KGL-013,DRV-003,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-02T02:54:00Z,2026-05-02T02:54:00Z,0,2026-05-02T02:54:00Z
DLV-KGL-000896,KGL-000896,VHL-KGL-013,DRV-003,WH-IST-001,Istanbul-Sisli,DELAYED,HIGH,2026-05-02T02:55:00Z,2026-05-02T02:55:00Z,13,2026-05-02T02:55:00Z
DLV-KGL-000897,KGL-000897,VHL-KGL-007,DRV-002,WH-BRS-001,Bursa-Nilufer,DELIVERED,HIGH,2026-05-02T02:56:00Z,2026-05-02T02:56:00Z,0,2026-05-02T02:56:00Z
DLV-KGL-000898,KGL-000898,VHL-KGL-009,DRV-004,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-02T02:57:00Z,2026-05-02T02:57:00Z,0,2026-05-02T02:57:00Z
DLV-KGL-000899,KGL-000899,VHL-KGL-010,DRV-005,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-02T02:58:00Z,2026-05-02T02:58:00Z,0,2026-05-02T02:58:00Z
DLV-KGL-000900,KGL-000900,VHL-KGL-012,DRV-002,WH-IST-001,Istanbul-Sisli,DELIVERED,HIGH,2026-05-02T02:59:00Z,2026-05-02T02:59:00Z,0,2026-05-02T02:59:00Z
DLV-KGL-000901,KGL-000901,VHL-KGL-009,DRV-004,WH-ANK-001,Ankara-Cankaya,DELAYED,HIGH,2026-05-02T03:00:00Z,2026-05-02T03:00:00Z,13,2026-05-02T03:00:00Z
DLV-KGL-000902,KGL-000902,VHL-KGL-018,DRV-003,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-02T03:01:00Z,2026-05-02T03:01:00Z,0,2026-05-02T03:01:00Z
DLV-KGL-000903,KGL-000903,VHL-KGL-003,DRV-003,WH-IST-001,Istanbul-Sisli,DELAYED,HIGH,2026-05-02T03:02:00Z,2026-05-02T03:02:00Z,11,2026-05-02T03:02:00Z
DLV-KGL-000904,KGL-000904,VHL-KGL-014,DRV-004,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-02T03:03:00Z,2026-05-02T03:03:00Z,0,2026-05-02T03:03:00Z
DLV-KGL-000905,KGL-000905,VHL-KGL-003,DRV-003,WH-BRS-001,Bursa-Nilufer,DELIVERED,NORMAL,2026-05-02T03:04:00Z,2026-05-02T03:04:00Z,0,2026-05-02T03:04:00Z
DLV-KGL-000906,KGL-000906,VHL-KGL-013,DRV-003,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-02T03:05:00Z,2026-05-02T03:05:00Z,0,2026-05-02T03:05:00Z
DLV-KGL-000907,KGL-000907,VHL-KGL-020,DRV-005,WH-IZM-001,Izmir-Konak,DELIVERED,HIGH,2026-05-02T03:06:00Z,2026-05-02T03:06:00Z,0,2026-05-02T03:06:00Z
DLV-KGL-000908,KGL-000908,VHL-KGL-002,DRV-002,WH-BRS-001,Bursa-Nilufer,DELAYED,HIGH,2026-05-02T03:07:00Z,2026-05-02T03:07:00Z,25,2026-05-02T03:07:00Z
DLV-KGL-000909,KGL-000909,VHL-KGL-008,DRV-003,WH-BRS-001,Bursa-Nilufer,DELAYED,HIGH,2026-05-02T03:08:00Z,2026-05-02T03:08:00Z,29,2026-05-02T03:08:00Z
DLV-KGL-000910,KGL-000910,VHL-KGL-002,DRV-002,WH-BRS-001,Bursa-Nilufer,DELIVERED,NORMAL,2026-05-02T03:09:00Z,2026-05-02T03:09:00Z,0,2026-05-02T03:09:00Z
DLV-KGL-000911,KGL-000911,VHL-KGL-015,DRV-005,WH-ANK-001,Ankara-Cankaya,DELIVERED,HIGH,2026-05-02T03:10:00Z,2026-05-02T03:10:00Z,0,2026-05-02T03:10:00Z
DLV-KGL-000912,KGL-000912,VHL-KGL-004,DRV-004,WH-ANK-001,Ankara-Cankaya,DELAYED,HIGH,2026-05-02T03:11:00Z,2026-05-02T03:11:00Z,5,2026-05-02T03:11:00Z
DLV-KGL-000913,KGL-000913,VHL-KGL-002,DRV-002,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-02T03:12:00Z,2026-05-02T03:12:00Z,0,2026-05-02T03:12:00Z
DLV-KGL-000914,KGL-000914,VHL-KGL-003,DRV-003,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-02T03:13:00Z,2026-05-02T03:13:00Z,0,2026-05-02T03:13:00Z
DLV-KGL-000915,KGL-000915,VHL-KGL-002,DRV-002,WH-IST-001,Istanbul-Sisli,DELAYED,HIGH,2026-05-02T03:14:00Z,2026-05-02T03:14:00Z,25,2026-05-02T03:14:00Z
DLV-KGL-000916,KGL-000916,VHL-KGL-005,DRV-005,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-02T03:15:00Z,2026-05-02T03:15:00Z,0,2026-05-02T03:15:00Z
DLV-KGL-000917,KGL-000917,VHL-KGL-011,DRV-001,WH-IST-001,Istanbul-Sisli,DELIVERED,HIGH,2026-05-02T03:16:00Z,2026-05-02T03:16:00Z,0,2026-05-02T03:16:00Z
DLV-KGL-000918,KGL-000918,VHL-KGL-012,DRV-002,WH-ANK-001,Ankara-Cankaya,DELAYED,HIGH,2026-05-02T03:17:00Z,2026-05-02T03:17:00Z,18,2026-05-02T03:17:00Z
DLV-KGL-000919,KGL-000919,VHL-KGL-010,DRV-005,WH-IST-001,Istanbul-Kadikoy,DELAYED,HIGH,2026-05-02T03:18:00Z,2026-05-02T03:18:00Z,16,2026-05-02T03:18:00Z
DLV-KGL-000920,KGL-000920,VHL-KGL-018,DRV-003,WH-BRS-001,Bursa-Nilufer,DELIVERED,HIGH,2026-05-02T03:19:00Z,2026-05-02T03:19:00Z,0,2026-05-02T03:19:00Z
DLV-KGL-000921,KGL-000921,VHL-KGL-008,DRV-003,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-02T03:20:00Z,2026-05-02T03:20:00Z,0,2026-05-02T03:20:00Z
DLV-KGL-000922,KGL-000922,VHL-KGL-005,DRV-005,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-02T03:21:00Z,2026-05-02T03:21:00Z,0,2026-05-02T03:21:00Z
DLV-KGL-000923,KGL-000923,VHL-KGL-003,DRV-003,WH-BRS-001,Bursa-Nilufer,DELIVERED,NORMAL,2026-05-02T03:22:00Z,2026-05-02T03:22:00Z,0,2026-05-02T03:22:00Z
DLV-KGL-000924,KGL-000924,VHL-KGL-010,DRV-005,WH-BRS-001,Bursa-Nilufer,DELAYED,HIGH,2026-05-02T03:23:00Z,2026-05-02T03:23:00Z,28,2026-05-02T03:23:00Z
DLV-KGL-000925,KGL-000925,VHL-KGL-003,DRV-003,WH-BRS-001,Bursa-Nilufer,DELIVERED,NORMAL,2026-05-02T03:24:00Z,2026-05-02T03:24:00Z,0,2026-05-02T03:24:00Z
DLV-KGL-000926,KGL-000926,VHL-KGL-009,DRV-004,WH-ANK-001,Ankara-Cankaya,DELIVERED,HIGH,2026-05-02T03:25:00Z,2026-05-02T03:25:00Z,0,2026-05-02T03:25:00Z
DLV-KGL-000927,KGL-000927,VHL-KGL-019,DRV-004,WH-ANK-001,Ankara-Cankaya,DELAYED,HIGH,2026-05-02T03:26:00Z,2026-05-02T03:26:00Z,14,2026-05-02T03:26:00Z
DLV-KGL-000928,KGL-000928,VHL-KGL-001,DRV-001,WH-IST-001,Istanbul-Kadikoy,DELIVERED,HIGH,2026-05-02T03:27:00Z,2026-05-02T03:27:00Z,0,2026-05-02T03:27:00Z
DLV-KGL-000929,KGL-000929,VHL-KGL-004,DRV-004,WH-BRS-001,Bursa-Nilufer,DELIVERED,HIGH,2026-05-02T03:28:00Z,2026-05-02T03:28:00Z,0,2026-05-02T03:28:00Z
DLV-KGL-000930,KGL-000930,VHL-KGL-016,DRV-001,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-02T03:29:00Z,2026-05-02T03:29:00Z,0,2026-05-02T03:29:00Z
DLV-KGL-000931,KGL-000931,VHL-KGL-008,DRV-003,WH-IST-001,Istanbul-Sisli,DELAYED,NORMAL,2026-05-02T03:30:00Z,2026-05-02T03:30:00Z,14,2026-05-02T03:30:00Z
DLV-KGL-000932,KGL-000932,VHL-KGL-008,DRV-003,WH-BRS-001,Bursa-Nilufer,DELIVERED,NORMAL,2026-05-02T03:31:00Z,2026-05-02T03:31:00Z,0,2026-05-02T03:31:00Z
DLV-KGL-000933,KGL-000933,VHL-KGL-011,DRV-001,WH-BRS-001,Bursa-Nilufer,DELAYED,HIGH,2026-05-02T03:32:00Z,2026-05-02T03:32:00Z,11,2026-05-02T03:32:00Z
DLV-KGL-000934,KGL-000934,VHL-KGL-006,DRV-001,WH-IZM-001,Izmir-Konak,DELIVERED,LOW,2026-05-02T03:33:00Z,2026-05-02T03:33:00Z,0,2026-05-02T03:33:00Z
DLV-KGL-000935,KGL-000935,VHL-KGL-011,DRV-001,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-02T03:34:00Z,2026-05-02T03:34:00Z,0,2026-05-02T03:34:00Z
DLV-KGL-000936,KGL-000936,VHL-KGL-004,DRV-004,WH-BRS-001,Bursa-Nilufer,DELIVERED,NORMAL,2026-05-02T03:35:00Z,2026-05-02T03:35:00Z,0,2026-05-02T03:35:00Z
DLV-KGL-000937,KGL-000937,VHL-KGL-004,DRV-004,WH-ANK-001,Ankara-Cankaya,DELAYED,NORMAL,2026-05-02T03:36:00Z,2026-05-02T03:36:00Z,20,2026-05-02T03:36:00Z
DLV-KGL-000938,KGL-000938,VHL-KGL-017,DRV-002,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-02T03:37:00Z,2026-05-02T03:37:00Z,0,2026-05-02T03:37:00Z
DLV-KGL-000939,KGL-000939,VHL-KGL-014,DRV-004,WH-IST-001,Istanbul-Kadikoy,DELAYED,NORMAL,2026-05-02T03:38:00Z,2026-05-02T03:38:00Z,9,2026-05-02T03:38:00Z
DLV-KGL-000940,KGL-000940,VHL-KGL-007,DRV-002,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-02T03:39:00Z,2026-05-02T03:39:00Z,0,2026-05-02T03:39:00Z
DLV-KGL-000941,KGL-000941,VHL-KGL-015,DRV-005,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-02T03:40:00Z,2026-05-02T03:40:00Z,0,2026-05-02T03:40:00Z
DLV-KGL-000942,KGL-000942,VHL-KGL-012,DRV-002,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-02T03:41:00Z,2026-05-02T03:41:00Z,0,2026-05-02T03:41:00Z
DLV-KGL-000943,KGL-000943,VHL-KGL-017,DRV-002,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-02T03:42:00Z,2026-05-02T03:42:00Z,0,2026-05-02T03:42:00Z
DLV-KGL-000944,KGL-000944,VHL-KGL-015,DRV-005,WH-BRS-001,Bursa-Nilufer,DELAYED,HIGH,2026-05-02T03:43:00Z,2026-05-02T03:43:00Z,20,2026-05-02T03:43:00Z
DLV-KGL-000945,KGL-000945,VHL-KGL-001,DRV-001,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-02T03:44:00Z,2026-05-02T03:44:00Z,0,2026-05-02T03:44:00Z
DLV-KGL-000946,KGL-000946,VHL-KGL-015,DRV-005,WH-ANK-001,Ankara-Cankaya,DELIVERED,HIGH,2026-05-02T03:45:00Z,2026-05-02T03:45:00Z,0,2026-05-02T03:45:00Z
DLV-KGL-000947,KGL-000947,VHL-KGL-014,DRV-004,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-02T03:46:00Z,2026-05-02T03:46:00Z,0,2026-05-02T03:46:00Z
DLV-KGL-000948,KGL-000948,VHL-KGL-014,DRV-004,WH-ANK-001,Ankara-Cankaya,DELIVERED,HIGH,2026-05-02T03:47:00Z,2026-05-02T03:47:00Z,0,2026-05-02T03:47:00Z
DLV-KGL-000949,KGL-000949,VHL-KGL-020,DRV-005,WH-BRS-001,Bursa-Nilufer,DELIVERED,HIGH,2026-05-02T03:48:00Z,2026-05-02T03:48:00Z,0,2026-05-02T03:48:00Z
DLV-KGL-000950,KGL-000950,VHL-KGL-013,DRV-003,WH-ANK-001,Ankara-Cankaya,DELAYED,HIGH,2026-05-02T03:49:00Z,2026-05-02T03:49:00Z,29,2026-05-02T03:49:00Z
DLV-KGL-000951,KGL-000951,VHL-KGL-006,DRV-001,WH-ANK-001,Ankara-Cankaya,DELIVERED,HIGH,2026-05-02T03:50:00Z,2026-05-02T03:50:00Z,0,2026-05-02T03:50:00Z
DLV-KGL-000952,KGL-000952,VHL-KGL-014,DRV-004,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-02T03:51:00Z,2026-05-02T03:51:00Z,0,2026-05-02T03:51:00Z
DLV-KGL-000953,KGL-000953,VHL-KGL-004,DRV-004,WH-IZM-001,Izmir-Konak,DELAYED,HIGH,2026-05-02T03:52:00Z,2026-05-02T03:52:00Z,12,2026-05-02T03:52:00Z
DLV-KGL-000954,KGL-000954,VHL-KGL-016,DRV-001,WH-IST-001,Istanbul-Kadikoy,DELAYED,NORMAL,2026-05-02T03:53:00Z,2026-05-02T03:53:00Z,27,2026-05-02T03:53:00Z
DLV-KGL-000955,KGL-000955,VHL-KGL-015,DRV-005,WH-IST-001,Istanbul-Sisli,DELIVERED,HIGH,2026-05-02T03:54:00Z,2026-05-02T03:54:00Z,0,2026-05-02T03:54:00Z
DLV-KGL-000956,KGL-000956,VHL-KGL-001,DRV-001,WH-BRS-001,Bursa-Nilufer,DELAYED,HIGH,2026-05-02T03:55:00Z,2026-05-02T03:55:00Z,6,2026-05-02T03:55:00Z
DLV-KGL-000957,KGL-000957,VHL-KGL-020,DRV-005,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-02T03:56:00Z,2026-05-02T03:56:00Z,0,2026-05-02T03:56:00Z
DLV-KGL-000958,KGL-000958,VHL-KGL-012,DRV-002,WH-BRS-001,Bursa-Nilufer,DELAYED,HIGH,2026-05-02T03:57:00Z,2026-05-02T03:57:00Z,8,2026-05-02T03:57:00Z
